Longitude,Latitude,Site Name,Trinomial,Assay No.,Provenience (if known),Feature Type (if any),Material,Taxa dated,Status ,Human,Age,Error,Corrected/Raw,Normalized 14C age,Normalized age error,Delta 13C,Delta 13C source,Raw/Measured Age,� Raw/Measured Age,AMS or Radiometric,Comments,Reference,pdf,Easting,Northing,UTM,Datum,Zone,Region,northing, easting, zone,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029407,Burial 157,Burial,Bone Collagen,Homo sp,1B,Yes,2769,24,Corrected,2769,24,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-94.75,29.83, ,41CH56,UGa-5539, , ,Unknown, ,1A,No,2780,50,Corrected,2780,50,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,330492,3300706,15,NAD 83,Coastal,TCP,3300706,330492,15,,
-98.7,29.5,Culebra Creek,41BX126,NSRL-3519,"Unit 1, Level 4, Feature 2",,wood charcoal,,1A,No,2780,50,Corrected,2780,50,-26,,2770,,,,,,528775,3263072,14,NAD 83,Inland,CTx,3263072,528775,14,,
-98.46,29.33,,41BX256,D-AMS 008147,"Fea 12, N800.31 E1129.06",,assume C3,,1A,No,2792,26,Corrected,2792,26,-32.3,,2732,,,,,,552750,3244313,14,NAD 83,Inland,CTx,3244313,552750,14,,
-94.75,29.83, ,41CH56,UGa-5538, , ,Unknown, ,1A,No,2800,50,Corrected,2800,50,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,330492,3300706,15,NAD 83,Coastal,TCP,3300706,330492,15,,
-97.4,27.64, ,41NU46,TX-5300, , ,Charcoal, ,1A,No,2800,70,Raw,0,0,0, ,2800,70, ,No corrected date given, via Pertula Book,"Smith, H. A.; n.d.; The Tucker site, 41NU46: An Archaic Settlement on the Lower Texas Coast; Unpublished manuscript on file at the Corpus Christi Museum, Corpus Christi, Texas", ,658140,3058524,14,NAD 83,Coastal,TCP,3058524,658140,14,
-98.46,29.33,,41BX254,D-AMS 009150,Fea 20,,assume C3,,1A,No,2802,23,Corrected,2802,23,-18.7,,2854,,,,,,552589,3244558,14,NAD 83,Inland,CTx,3244558,552589,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 028392,Burial 51,Burial,Bone Collagen,Homo sp,1B,Yes,2807,21,Corrected,2807,21,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.83,31.23,,41CV99,BETA-83422,"Unit #1, Feature #1, Depth 10-20cm",INTACT OCCUPATION LENS,CHARCOAL,OAK,1A,No,2810,110,Corrected,2810,110,-24.9,measured,,,,,Fort Hood Database,,611330,3455844,14,NAD 83,Inland,CTx,3455844,611330,14,,
-98.35,29.71,Hitzfelder Cave,41BX26,D-AMS-1206-103,,,bone collagen,,1B,Yes,2811,38,Corrected,2811,38,-15.1,,2824,,,,,,562545,3287282,14,NAD 83,Inland,CTx,3287282,562545,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029410,Burial 29,Burial,Bone Collagen,Homo sp,1B,Yes,2831,27,Corrected,2831,27,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 034694,Burial No #, ,Bone Collagen,Homo sp,1B,Yes,2832,29,Corrected,2832,29,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029411,Burial 6(4),Burial,Bone Collagen,Homo sp,1B,Yes,2835,29,Corrected,2835,29,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.54,31.19,,41BL233,BETA-64243,,BRMO,CHARCOAL,,1A,No,2840,70,Corrected,2840,70,-25.1,measured,2840,70,AMS,,Fort Hood Database,,638942,3451598,14,NAD 83,Inland,CTx,3451598,638942,14,,
-97.75,30.39,Millican Bench,41TV163,UGA-12301,"Area B, Level 7, S175/E200",,charcoal,,1A,No,2840,110,Corrected,2840,110,-24.25,measured,2830,110,AMS,Millican 171-003,"Mauldin, R., Tomka, S., Shafer, H. (2004). Millican Bench (41TV163) A multicomponent site in Travis County, Texas. Texas Department of Transportation Archaeological report No. 66",Mauldin 2004,619957,3362487,14,NAD 83,Inland,CTx,3362487,619957,14,,
-97.45,31.09,,41BL278,Beta-370498,,,Charcoal,,1A,No,2850,30,Corrected,2850,30,-25,estimated,2850,30,AMS,,CARD March 2020 Database,,647692,3440972,14,NAD 83,Inland,CTx,3440972,647692,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029403,Burial 50,Burial,Bone Collagen,Homo sp,1B,Yes,2854,30,Corrected,2854,30,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 034712,Burial 10, ,Bone Collagen,Homo sp,1B,Yes,2857,25,Corrected,2857,25,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.5,28.94,Smith Creek Bridge,41DW270,Beta-118993,"Lot 379, Feature 12, top of Stratum III, unit N50, E102, Level 10", ,Charcoal, ,1A,No,2860,40,Corrected,2860,40,0, ,2870,40,AMS, ,"Hudler, Dale, Prillman, Keith, Gustavon, Thomas, 2002, The Smith Creek Bridge Site (41DW270) A Terrace Site in De Witt County, Texas, Studies in Archeology 35, Texas Archeology Research Laboratory",Hudler2002,646105,3202355,14,NAD 83,Inland,TCP,3202355,646105,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 034693,Burial 41, ,Bone Collagen,Homo sp,1B,Yes,2863,28,Corrected,2863,28,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.12,30.46,Sandow Mine,41LE120,Beta-98767,"Trench 8, Feature D",hearth,charcoal, ,1A,No,2870,40,Corrected,2870,40,-26,Measured,2890,40,AMS,"secured from wood charcoal obtained from feature matrix flotation and based on the recovery of a Pedernalesdart point (FS215) found in apparent association 10 cm below the hearth, is probably a reliable date","Rogers R. 1997. National Register Testing at Site 41LE120 Sandow Mine Lee County Texas. Espey, Huston, and Associates, Inc.",Rogers 1997,680496,3370796,14,NAD 83,Inland,TCP,3370796,680496,14,,
-96.96,28.66,Buckeye Knoll,41VT98,Beta-191088,"Knoll Top, S12W82, Level 12, Zone 2, lower", ,Bone collagen,"White-tailed Deer, Odocoileus virginianus",1A,No,2870,40,Corrected,2870,40,-20.6,Measured,2800,0,AMS,Sample 41VT98-7,"Ricklis et al 2012; Archaeology and Bioarchaeology of the Buckeye Knoll Site (41VT98), Victoria County, Texas", ,699601,3171554,14,NAD 83,Coastal,TCP,3171554,699601,14,,
-97.84,30.32,,41TV41,PSU-AMS-2470,Feature 3,,Bone,,1A,,2875,25,Corrected,2875,25,,,,,AMS,,CARD March 2020 Database,,611270,3355322,14,NAD 83,Inland,CTx,3355322,611270,14,,
-97.4,27.64, ,41NU46,Tx-5302, , ,Charcoal, ,1A,No,2880,90,Raw,0,0,0, ,2880,90, ,No corrected date given, via Pertula Book,"Smith, H. A.; n.d.; The Tucker site, 41NU46: An Archaic Settlement on the Lower Texas Coast; Unpublished manuscript on file at the Corpus Christi Museum, Corpus Christi, Texas", ,658140,3058524,14,NAD 83,Coastal,TCP,3058524,658140,14,
-97.54,31.19,,41BL233,BETA-64245,,BRMO,CHARCOAL,,1A,No,2880,70,Corrected,2880,70,-24.4,measured,2870,70,AMS,,Fort Hood Database,,638942,3451598,14,NAD 83,Inland,CTx,3451598,638942,14,,
-99.39,27.01, ,41ZP845,Beta-207999,"TU1, Lvl. 1, Feature 5; 17 cmbd/surface",Hearth,Charred material,"Woody legume charcoal, Mesquite",1A,No,2890,40,Corrected,2890,40,-24.2,Measured,2880,40,AMS,Sample F207-C14- 13,"2006, Karbula et al; Cultural Resource Survey of Selected Portions of the Northern and Cantral Unsurveyed areas, International Falcon Dam and Resevoir Project, Zapata and Starr Counties, Texas;","Karbula, 2006.pdf",461252,2987082,14,NAD 83,Inland,TCP,2987082,461252,14,,
-97.81,31.22,,41CV97,BETA-75152,"Unit #6, Feature #10, Depth 140-150cm",BR HEARTHS (X2),CHARCOAL,,1A,No,2890,60,Corrected,2890,60,-24.8,measured,,,,,Fort Hood Database,,613587,3455076,14,NAD 83,Inland,CTx,3455076,613587,14,,
-97.84,30.32,,41TV41,PSU-AMS-2469,Feature 1,,Bone,,1A,,2895,20,Corrected,2895,20,,,,,AMS,,CARD March 2020 Database,,611270,3355322,14,NAD 83,Inland,CTx,3355322,611270,14,,
-98.45,29.33,,41BX1785,Beta-333066,Lot # F10.1,,charred material,,1A,No,2900,30,Corrected,2900,30,-25.2,,2900,,,,,,553065,3244174,14,NAD 83,Inland,CTx,3244174,553065,14,,
-97.86,31.24,,41CV1133,BETA-102119,"Unit #2, Depth 79cm",,CHARCOAL,,1A,No,2900,40,Corrected,2900,40,-26.5,measured,,,AMS,,Fort Hood Database,,608527,3457172,14,NAD 83,Inland,CTx,3457172,608527,14,,
-97.81,31.22,,41CV97,BETA-75151,"Unit #7, Feature #9, Depth 120-130cm",BR ROCK LINED HEARTH,CHARCOAL/SOIL,,1A,No,2900,70,Corrected,2900,70,-25.6,measured,,,,,Fort Hood Database,,613587,3455076,14,NAD 83,Inland,CTx,3455076,613587,14,,
-98.85,31.27,,41SS164,Beta-231561,"Test Unit 2, level 6",,Charred material ,Quercus fusiformis ,1A,No,2900,40,Corrected,2900,40,-26.3,measured,2920,40,AMS ,,"Bonine, Mindy L., Chavez, Michael R., Frederick, Charles, 2008, Significance Testing of Site 41SS164, San Saba County, Texas, Texas Department of Transportation, SWCA Enviornmental Consultants",Bonine 2008,514216,3458990,14,NAD 83,Inland,CTx,3458990,514216,14,,
-94.72,29.88, ,41CH63,UGa-5843, , ,Unknown, ,1A,No,2902,62,Corrected,2902,62,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,333964,3306314,15,NAD 83,Coastal,TCP,3306314,333964,15,,
-97.93,29.89,,41HY165,UCIAMS-84285,"Unit 2, Level 11, Quad NE, Depth 92-102 cm",,walnut,,1A,No,2905,20,Corrected,2905,20,,,,,AMS,Field number 165-114-3,"Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,603058,3307150,14,NAD 83,Inland,CTx,3307150,603058,14,,
-97.84,30.32,,41TV41,D-AMS-21581,Hearth 2,Hearth,Charcoal,,1A,No,2907,58,Corrected,2907,58,,,,,AMS,,CARD March 2020 Database,,611270,3355322,14,NAD 83,Inland,CTx,3355322,611270,14,,
-94.72,29.88, ,41CH63,UGa-5845, , ,Unknown, ,1A,No,2909,54,Corrected,2909,54,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,333964,3306314,15,NAD 83,Coastal,TCP,3306314,333964,15,,
-96.1,29.68,Ernest Witte Site,41AU36,D-AMS 030213,"Burial 224, Group 3", ,Bone Collagen,Homo sp,1B,Yes,2933,30,Corrected,2933,30,0, ,0,0,AMS, ,Mauldin Database, ,780277,3286853,14,NAD 83,Riverine,TCP,3286853,780277,14,,
-100.51,28.76, ,41MV120,NSLR-3998,"EU 11, level 11, 110cm", ,Charcoal, ,1A,No,2940,50,Corrected,2940,50,-23.5,Measured,0,0,AMS,No lab number given.,"Vierra, 1998; 41MV120: A Stratified Late Archaic Site in Maverick County, Texas.",Vierra 1998.pdf,352897,3181949,14,NAD 83,Inland,TCP,3181949,352897,14,,
-100.51,28.76, ,41MV120,NSRL-3998,"EU 11, level 11, 110cm", ,Charcoal, ,1A,No,2940,50,Corrected,2940,50,-23.5,measured,0,0,AMS, ,"Kelly Pertulla database, CARD.  Vierra, 1998; 41MV120: A Stratified Late Archaic Site in Maverick County, Texas.", ,352897,3181949,14,NAD 83,Inland,TCP,3181949,352897,14,,
-98.46,29.34,,41BX1902,D-AMS 008859,Fea 34,,assume C3,,1A,No,2949,30,Corrected,2949,30,-25,,2949,,,,,,552442,3246299,14,NAD 83,Inland,CTx,3246299,552442,14,,
-98.36,28.54,Nueces River Project,41MC201,TX-3020,"Test pit 1, Hearth #23",Hearth,Carbon, ,1A,No,2950,70,Raw,0,0,0, ,2950,70,Radiometric,MASCA corrected given as 3060-3090 BP,"Hall, Grant D., Black, Stephen L., Graves, Carol, 1982, Archaeological Investigations at Choke Canyon Reservoir, South Texas: The Phase I Findings, Choke Canyon Series: Volume 5, Center for Archaeological Research, The University of Texas at San Antonio",Hall1982,562327,3157644,14,NAD 83,Riverine,TCP,3157644,562327,14,,
-98.7,29.5,Culebra Creek,41BX126,NSRL-3522,"Unit 13, Level 5, Feature 1.2/1.3",,wood charcoal,,1A,No,2950,70,Corrected,2950,70,-25.2,,2950,,,,,,528775,3263072,14,NAD 83,Inland,CTx,3263072,528775,14,,
-97.93,29.89,Spring Lake site,41HY160,UCIAMS-80138,"Unit 13, Level 13",,bone ,Bison bison,1A,No,2955,20,Corrected,2955,20,-7.8,measured,,,AMS, ?15N 5.5,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 021312,"Burial 166, acc. 287A",Burial,Bone collagen,Human,1B,Yes,2959,31,Corrected,2959,31,-17.224242,Measured,0,0,AMS,CAR Animal H315, No raw age given,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,
-98.46,29.33,,41BX254,D-AMS 008864,Fea 19,,assume C3,,1A,No,2963,27,Corrected,2963,27,-21.8,,2989,,,,,,552589,3244558,14,NAD 83,Inland,CTx,3244558,552589,14,,
-97.93,29.89,,41HY165,UCIAMS-80130,"Unit 8, Level 11, Quad NW, Depth 80-85 cm",,bone ,Bison bison,1A,No,2965,20,Corrected,2965,20,-8.4,measured,,,AMS,"Field number 165-293-1, bone fragment with spiral break, ?15N 5.6","Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,603058,3307150,14,NAD 83,Inland,CTx,3307150,603058,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 021307,"No #, acc. 870",Burial,Bone collagen,Human,1B,Yes,2966,29,Corrected,2966,29,-18.15441,Measured,0,0,AMS,CAR Animal H243, No raw age given,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,
-98.35,29.71,Hitzfelder Cave,41BX26,D-AMS-1206-111,,,bone collagen,,1B,Yes,2973,33,Corrected,2973,33,-15.8,,2995,,,,,,562545,3287282,14,NAD 83,Inland,CTx,3287282,562545,14,,
-98.35,29.71,Hitzfelder Cave,41BX26,D-AMS-1206-096,,,bone collagen,,1B,Yes,2976,36,Corrected,2976,36,-14.65,,2953,,,,,,562545,3287282,14,NAD 83,Inland,CTx,3287282,562545,14,,
-97.84,30.32,,41TV41,D-AMS-22598,Hearth 1,Hearth,Charcoal,,1A,No,2976,47,Corrected,2976,47,,,,,AMS,,CARD March 2020 Database,,611270,3355322,14,NAD 83,Inland,CTx,3355322,611270,14,,
-98.7,29.5,Culebra Creek,41BX126,NSRL-3524,"Unit 7, Level 3, Feature 1.1",,wood charcoal,,1A,No,2980,50,Corrected,2980,50,-25,,2980,,,,,,528775,3263072,14,NAD 83,Inland,CTx,3263072,528775,14,,
-98.46,29.33,,41BX256,Beta-331102,TU 2 L4 Lot # 117.003 ,,charred material,,1A,No,2980,30,Corrected,2980,30,-24.9,,2980,,,,,,552750,3244313,14,NAD 83,Inland,CTx,3244313,552750,14,,
-97.93,29.89,Spring Lake site,41HY160,UCIAMS-80140,"Unit 13, Level 13",,bone ,Bison bison,1A,No,2985,20,Corrected,2985,20,-9.5,measured,,,AMS, ?15N 5.4,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 207778,Burial 45, ,Bone Collagen,Homo sp,1B,Yes,2987,34,Corrected,2987,34,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-98.45,29.33,,41BX1785,D-AMS 008346,fea 21,,assume C3,,1A,No,2988,26,Corrected,2988,26,-22.6,,3008,,,,,,553065,3244174,14,NAD 83,Inland,CTx,3244174,553065,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029398,Burial BAA-3 (AA-3),Burial,Bone Collagen,Homo sp,1B,Yes,2990,24,Corrected,2990,24,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.87,31.24,,41CV1136,BETA-75164,"Unit #3, Feature #2, Depth 170-180cm",BRMI,CHARCOAL,,1A,No,2990,60,Corrected,2990,60,-25.6,measured,,,,,Fort Hood Database,,607741,3457142,14,NAD 83,Inland,CTx,3457142,607741,14,,
-97.95,29.91,,41HY188,UCIAMS-87939,"Unit 25, Level 14",,bone ,Bison bison,1A,No,2995,15,Corrected,2995,15,-9.3,measured,,,AMS, ?15N 5.2,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,601464,3309115,14,NAD 83,Inland,CTx,3309115,601464,14,,
-97.71,30.89,Gault ,41BL323,UCIAMS-129245,,,"Bone, bison",,1A,No,3000,20,Corrected,3000,20,-8.3,measured,,,AMS,,CARD March 2020 Database,,623244,3418314,14,NAD 83,Inland,CTx,3418314,623244,14,,
-97.82,31.24,,41CV1038,BETA-84202,"Unit #3, Depth 110-120cm",,BONE,,1A,No,3000,60,Corrected,3000,60,-10.2,measured,,,,,Fort Hood Database,,612539,3456275,14,NAD 83,Inland,CTx,3456275,612539,14,,
-97.85,31.25,,41CV1122,BETA-102115,"Unit #3, Feature #1, Depth 20-30cm",BRMI,CHARCOAL,,1A,No,3000,40,Corrected,3000,40,-27.1,measured,,,AMS,,Fort Hood Database,,609528,3457354,14,NAD 83,Inland,CTx,3457354,609528,14,,
-97.93,29.89,Spring Lake site,41HY160,UCIAMS-106472,"Unit 4, Level 7",,bone ,Bison bison,1A,No,3000,20,Corrected,3000,20,-8.77,measured,,,AMS, ?15N 7.18,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-97.93,29.89,,41HY165,UCIAMS-80129,"Unit 3, Level 7, Quad NE, Depth 55-65 cm",,bone ,Bison bison,1A,No,3000,20,Corrected,3000,20,-7.8,measured,,,AMS,"Field number 165-152-5, metapodial frag, spiral and splinter breaks, ?15N 5.6","Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,603058,3307150,14,NAD 83,Inland,CTx,3307150,603058,14,,
-99.89,29.12,Anthon Site,41UV60,Tx-2381, , ,Wood Charcoal, ,1A,No,3000,92,Corrected,3000,92,-25,Estimated,3000,60,AMS, ,"Goode, Glenn T, 2002, The Anthon Site: A Prehistoric Encampment in Southern Uvalde County, Texas, Report 38, Texas Antiquities Committee Permit No. 88, Texas Department of Transportation",Goode 2002,413651,3222142,14,NAD 83,Inland,CTx,3222142,413651,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 034692,Burial No #, ,Bone Collagen,Homo sp,1B,Yes,3005,25,Corrected,3005,25,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-94.72,29.88, ,41CH63,UGa-5846, , ,Unknown, ,1A,No,3007,53,Corrected,3007,53,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,333964,3306314,15,NAD 83,Coastal,TCP,3306314,333964,15,,
-97.34,27.72, ,41NU2,D-AMS 035156,Burial M-14, ,Bone Collagen,Homo sp,1B,Yes,3012,25,Corrected,3012,25,0, ,0,0,AMS, ,Mauldin Database, ,663989,3066946,14,NAD 83,Coastal,TCP,3066946,663989,14,,
-98.46,29.33,,41BX254,D-AMS 008609,Fea 6,,assume C3,,1A,No,3012,25,Corrected,3012,25,-23.7,,3023,,,,,,552589,3244558,14,NAD 83,Inland,CTx,3244558,552589,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 034696,Burial 54, ,Bone Collagen,Homo sp,1B,Yes,3013,28,Corrected,3013,28,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.5,30.49,Bessie Kruze,41WM13,Beta-94002,"36M, zone III",,Charcoal,charred wood,1A,No,3020,50,Corrected,3020,50,-26.3,measured,3040,50,AMS,,"Kelly Pertulla database, CARD.  Johnson 2000, life and death as seen at the Bessie Kruze site�",,643958,3374063,14,NAD 83,Inland,CTx,3374063,643958,14,,
-98.45,29.33,,41BX1785,D-AMS 008616,Fea 10,,assume C3,,1A,No,3021,26,Corrected,3021,26,-22.9,,3038,,,,,,553065,3244174,14,NAD 83,Inland,CTx,3244174,553065,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029409,Burial No #,Burial,Bone Collagen,Homo sp,1B,Yes,3026,26,Corrected,3026,26,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-99.45,27.34,Becerra Creek,41WB556,Beta-149862, , ,Organic material, ,1A,No,3040,40,Corrected,3040,40,-21.6,Measured,2980,40,AMS,Sample 217-1-1A,"Mahoney et al. 2002. Archeological Data Recovery Excavations along Becerra Creek (41WB556), Webb County, Texas",Mahoney 2002.pdf,455708,3024554,14,NAD 83,Inland,TCP,3024554,455708,14,,
-98.7,29.5,Culebra Creek,41BX126,NSRL-3521,"Unit 8, Level 6, Feature 1.3",,wood charcoal,,1A,No,3040,70,Corrected,3040,70,-24.8,,3040,,,,,,528775,3263072,14,NAD 83,Inland,CTx,3263072,528775,14,,
-97.93,29.89,Spring Lake site,41HY160,Beta-9499,"Unit 6, depth 70-80 cm, Adjusted depth 75",,Charcoal,,1A,No,3040,100,Corrected,3040,100,,,,,AMS,,"Haefner, J. 2011. Subsistence, technology, and site use through time at 41HY160, the Tee box six locale. Master's thesis at Texas State University-San Marcos.",Haefner 2011,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-100.51,28.76, ,41MV120,NSRL-3533,"EU 22, Level 8, 70cm", ,Charcoal,"Mesquite, Prosopis sp.",1A,No,3050,50,Corrected,3050,50,-25,Estimated,0,0,AMS,"""Rejected because they came from dispersed charcoal of unknown origin and because the ages were inconsistent with the alluvial chronology�""","Vierra, 1998; 41MV120: A Stratified Late Archaic Site in Maverick County, Texas.",Vierra 1998.pdf,352897,3181949,14,NAD 83,Inland,TCP,3181949,352897,14,,
-98.46,29.33,,41BX256,D-AMS 008488,"Fea 33, Sample 7 TU 12",,assume C3,,1A,No,3050,24,Corrected,3050,24,-23.8,,3060,,,,,,552750,3244313,14,NAD 83,Inland,CTx,3244313,552750,14,,
-98.35,29.71,Hitzfelder Cave,41BX26,D-AMS-1206-095,,,bone collagen,,1B,Yes,3050,36,Corrected,3050,36,-15.4,,3054,,,,,,562545,3287282,14,NAD 83,Inland,CTx,3287282,562545,14,,
-97.75,30.39,Millican Bench,41TV163,UGA-12300,"Area B, Zone 5/ Level 9 or 10, S180/E200",,charcoal,,1A,No,3050,80,Corrected,3050,80,-24.58,measured,3040,80,AMS,Millican 175-009,"Mauldin, R., Tomka, S., Shafer, H. (2004). Millican Bench (41TV163) A multicomponent site in Travis County, Texas. Texas Department of Transportation Archaeological report No. 66",Mauldin 2004,619957,3362487,14,NAD 83,Inland,CTx,3362487,619957,14,,
-99.44,27.5,The Lino Site,41WB452,Beta-124391,"Unit A5, 110-120cmbs", ,Charcoal,Huisache,1A,No,3060,60,Corrected,3060,60,-23.7,Measured,3040,60,Radiometric,Catalog No. 5167-4,"Quigg et al, 2000. The Lino Site: A Sratified Late Archaic Campsite in a Terrace of the San Idelfonzo Creek, Webb County, Southern Texas.",Quigg 2000-2.pdf,456749,3042433,14,NAD 83,Inland,TCP,3042433,456749,14,,
-98.71,29.42,Medio Creek,41BX1421,Beta-163790,"Unit 5, Level 9",,charcoal,,1A,No,3060,40,Corrected,3060,40,-24.3,,3050,,,,,,528130,3254627,14,NAD 83,Inland,CTx,3254627,528130,14,,
-97.85,31.25,,41CV1122,BETA-102116,"Unit #2, Feature #2, Depth 70-80cm",BRMI,CHARCOAL,,1A,No,3060,40,Corrected,3060,40,-24.7,measured,,,AMS,,Fort Hood Database,,609528,3457354,14,NAD 83,Inland,CTx,3457354,609528,14,,
